EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
338,CELINA,MUNICIPAL,C,DENTON,Y,142,989,3295,7707,7707,7706
339,CENTERVILLE,MUNICIPAL,H,LEON,N,180,189,195,207,218,230
341,CENTRAL WCID OF ANGELINA COUNTY,MUNICIPAL,I,ANGELINA,N,480,495,522,547,569,589
342,CHALK BLUFF WSC,MUNICIPAL,G,MCLENNAN,N,269,258,249,245,244,244
343,CHANDLER,MUNICIPAL,I,HENDERSON,N,608,723,820,954,1073,1189
344,CHARLOTTE,MUNICIPAL,L,ATASCOSA,N,344,386,425,467,508,547
345,CHATFIELD WSC,MUNICIPAL,C,NAVARRO,N,469,464,463,466,475,485
346,CHICO,MUNICIPAL,C,WISE,N,207,213,221,411,522,652
347,CHILDRESS,MUNICIPAL,A,CHILDRESS,N,1624,1658,1686,1722,1768,1814
348,CHILDRESS CREEK WSC,MUNICIPAL,G,BOSQUE,N,410,436,446,453,459,464
349,CHILLICOTHE,MUNICIPAL,B,HARDEMAN,N,65,63,60,61,62,62
350,CHIMNEY HILL MUD,MUNICIPAL,H,HARRIS,N,583,569,559,557,564,573
351,CHINA,MUNICIPAL,I,JEFFERSON,N,143,146,150,158,168,181
352,CHINA GROVE,MUNICIPAL,L,BEXAR,N,316,350,381,413,445,474
353,CHISHOLM TRAIL SUD,MUNICIPAL,G,BELL,Y,553,632,721,814,906,998
353,CHISHOLM TRAIL SUD,MUNICIPAL,G,WILLIAMSON,Y,4412,5471,6818,8280,9948,11678
353,CHISHOLM TRAIL SUD,MUNICIPAL,K,BURNET,Y,70,83,95,106,116,124
355,CIBOLO,MUNICIPAL,L,GUADALUPE,N,5343,7823,9148,10447,11773,13075
356,CIMARRON PARK WATER COMPANY,MUNICIPAL,K,HAYS,N,249,241,234,230,229,229
362,CISCO,MUNICIPAL,G,EASTLAND,N,719,716,701,693,691,691
363,CLARENDON,MUNICIPAL,A,DONLEY,N,378,369,361,356,356,356
364,CLARKSVILLE,MUNICIPAL,D,RED RIVER,N,620,602,593,592,591,591
365,CLARKSVILLE CITY,MUNICIPAL,D,GREGG,N,101,106,112,122,134,148
366,CLAUDE,MUNICIPAL,A,ARMSTRONG,N,358,353,348,346,345,345
368,CLEAR LAKE SHORES,MUNICIPAL,H,GALVESTON,N,562,575,571,571,570,570
369,CLEBURNE,MUNICIPAL,G,JOHNSON,N,5927,6446,7010,7678,8445,9276
370,CLEVELAND,MUNICIPAL,H,LIBERTY,Y,1551,1539,1531,1537,1555,1575
370,CLEVELAND,MUNICIPAL,H,MONTGOMERY,Y,6,8,10,14,18,23
371,CLIFTON,MUNICIPAL,G,BOSQUE,N,700,745,763,775,786,793
372,CLINT,MUNICIPAL,E,EL PASO,N,92,88,84,83,83,83
373,CLUTE,MUNICIPAL,H,BRAZORIA,N,1476,1475,1486,1518,1570,1631
374,CLYDE,MUNICIPAL,G,CALLAHAN,N,324,327,325,323,326,329
375,COAHOMA,MUNICIPAL,F,HOWARD,N,183,186,188,187,187,187
376,COCKRELL HILL,MUNICIPAL,C,DALLAS,N,407,421,405,396,536,1141
377,COLDSPRING,MUNICIPAL,H,SAN JACINTO,N,118,126,132,141,148,155
378,COLEMAN,MUNICIPAL,F,COLEMAN,N,822,815,796,794,792,792
380,COLLEGE MOUND WSC,MUNICIPAL,C,KAUFMAN,N,790,989,1218,1481,2017,2554
381,COLLEGE STATION,MUNICIPAL,G,BRAZOS,N,19178,24320,25726,29619,33927,38728
382,COLLEYVILLE,MUNICIPAL,C,TARRANT,N,9320,9808,10314,10657,10649,10648
383,COLLINSVILLE,MUNICIPAL,C,GRAYSON,N,233,285,338,401,513,666
384,COLMESNEIL,MUNICIPAL,I,TYLER,N,148,146,143,142,142,142
385,COLORADO CITY,MUNICIPAL,F,MITCHELL,N,1287,1417,1427,1438,1451,1466
386,COLUMBUS,MUNICIPAL,K,COLORADO,N,1135,1165,1186,1230,1272,1313
387,COMANCHE,MUNICIPAL,G,COMANCHE,N,521,519,515,522,535,548
388,COMBES,MUNICIPAL,M,CAMERON,N,322,358,397,445,498,554
389,COMBINE,MUNICIPAL,C,DALLAS,Y,93,102,112,124,137,149
389,COMBINE,MUNICIPAL,C,KAUFMAN,Y,215,259,311,374,451,538
392,COMMERCE,MUNICIPAL,D,HUNT,N,1427,1556,1749,2040,2474,3109
394,COMMUNITY WSC,MUNICIPAL,C,TARRANT,N,347,369,394,430,466,502
395,COMO,MUNICIPAL,D,HOPKINS,N,88,92,97,103,111,118
397,CONROE,MUNICIPAL,H,MONTGOMERY,N,13336,15705,17863,19899,22144,24564
400,CONVERSE,MUNICIPAL,L,BEXAR,N,2536,2744,2930,2905,2898,2897
401,COOLIDGE,MUNICIPAL,G,LIMESTONE,N,180,195,207,222,235,247
402,COOPER,MUNICIPAL,D,DELTA,N,441,435,427,426,425,425
403,COPPELL,MUNICIPAL,C,DALLAS,Y,10690,10947,10851,10795,10782,10781
403,COPPELL,MUNICIPAL,C,DENTON,Y,302,298,295,294,293,293
404,COPPER CANYON,MUNICIPAL,C,DENTON,N,260,272,289,310,338,369
405,COPPERAS COVE,MUNICIPAL,G,CORYELL,Y,4266,4655,5133,5586,6122,6666
405,COPPERAS COVE,MUNICIPAL,G,LAMPASAS,Y,126,182,222,265,304,340
406,CORINTH,MUNICIPAL,C,DENTON,N,4266,4983,4956,4939,4932,4931
408,CORRIGAN,MUNICIPAL,I,POLK,N,225,241,253,269,281,292
409,COTTONWOOD SHORES,MUNICIPAL,K,BURNET,N,227,269,304,339,371,399
410,COTULLA,MUNICIPAL,L,LA SALLE,N,1868,2016,2155,2323,1680,1777
411,COUNTY LINE WSC,MUNICIPAL,L,CALDWELL,Y,82,97,114,132,149,166
411,COUNTY LINE WSC,MUNICIPAL,L,HAYS,Y,181,231,298,383,478,587
412,"COUNTY-OTHER, ANDERSON",MUNICIPAL,I,ANDERSON,N,3772,3777,3730,3681,3671,3671
413,"COUNTY-OTHER, ANDREWS",MUNICIPAL,F,ANDREWS,N,501,534,569,609,655,700
414,"COUNTY-OTHER, ANGELINA",MUNICIPAL,I,ANGELINA,N,1961,1999,2045,2134,2214,2289
415,"COUNTY-OTHER, ARANSAS",MUNICIPAL,N,ARANSAS,N,1446,1415,1362,1347,1342,1342
416,"COUNTY-OTHER, ARCHER",MUNICIPAL,B,ARCHER,N,74,44,36,36,36,36
417,"COUNTY-OTHER, ARMSTRONG",MUNICIPAL,A,ARMSTRONG,N,89,85,84,83,83,83
418,"COUNTY-OTHER, ATASCOSA",MUNICIPAL,L,ATASCOSA,N,922,1024,1119,1223,1331,1432
419,"COUNTY-OTHER, AUSTIN",MUNICIPAL,H,AUSTIN,N,2332,2695,3103,3610,4190,4839
420,"COUNTY-OTHER, BAILEY",MUNICIPAL,O,BAILEY,N,277,296,321,351,381,411
421,"COUNTY-OTHER, BANDERA",MUNICIPAL,J,BANDERA,N,2493,2774,2918,2968,3009,3033
422,"COUNTY-OTHER, BASTROP",MUNICIPAL,K,BASTROP,N,1873,2250,2753,3444,4382,5634
423,"COUNTY-OTHER, BAYLOR",MUNICIPAL,B,BAYLOR,N,131,126,122,122,121,121
424,"COUNTY-OTHER, BEE",MUNICIPAL,N,BEE,N,2725,2761,2751,2724,2720,2721
425,"COUNTY-OTHER, BELL",MUNICIPAL,G,BELL,N,870,1716,2711,3733,4719,5668
426,"COUNTY-OTHER, BEXAR",MUNICIPAL,L,BEXAR,N,5185,6937,8989,11420,13604,15606
427,"COUNTY-OTHER, BLANCO",MUNICIPAL,K,BLANCO,N,964,1110,1191,1233,1265,1286
428,"COUNTY-OTHER, BORDEN",MUNICIPAL,F,BORDEN,N,178,178,176,176,175,175
429,"COUNTY-OTHER, BOSQUE",MUNICIPAL,G,BOSQUE,N,1271,1357,1395,1420,1440,1453
430,"COUNTY-OTHER, BOWIE",MUNICIPAL,D,BOWIE,N,2379,2355,2321,2312,2304,2304
431,"COUNTY-OTHER, BRAZORIA",MUNICIPAL,H,BRAZORIA,N,16734,21064,25319,29841,34866,40306
432,"COUNTY-OTHER, BRAZOS",MUNICIPAL,G,BRAZOS,N,904,590,551,629,752,947
433,"COUNTY-OTHER, BREWSTER",MUNICIPAL,E,BREWSTER,N,563,583,584,588,591,594
434,"COUNTY-OTHER, BRISCOE",MUNICIPAL,O,BRISCOE,N,297,292,289,288,288,288
435,"COUNTY-OTHER, BROOKS",MUNICIPAL,N,BROOKS,N,326,347,370,397,424,449
436,"COUNTY-OTHER, BROWN",MUNICIPAL,F,BROWN,N,204,206,205,204,203,203
437,"COUNTY-OTHER, BURLESON",MUNICIPAL,G,BURLESON,N,615,673,703,771,809,841
438,"COUNTY-OTHER, BURNET",MUNICIPAL,K,BURNET,N,3506,3772,3664,3953,4312,4736
439,"COUNTY-OTHER, CALDWELL",MUNICIPAL,L,CALDWELL,N,725,856,990,1129,1276,1420
440,"COUNTY-OTHER, CALHOUN",MUNICIPAL,L,CALHOUN,N,244,262,288,312,337,361
441,"COUNTY-OTHER, CALLAHAN",MUNICIPAL,G,CALLAHAN,N,613,627,628,627,634,639
442,"COUNTY-OTHER, CAMERON",MUNICIPAL,M,CAMERON,N,7749,8100,8494,8992,9569,10176
443,"COUNTY-OTHER, CAMP",MUNICIPAL,D,CAMP,N,136,116,100,82,64,48
444,"COUNTY-OTHER, CARSON",MUNICIPAL,A,CARSON,N,284,281,280,277,276,276
445,"COUNTY-OTHER, CASS",MUNICIPAL,D,CASS,N,1589,1513,1441,1416,1410,1410
446,"COUNTY-OTHER, CASTRO",MUNICIPAL,O,CASTRO,N,411,430,446,467,483,496
447,"COUNTY-OTHER, CHAMBERS",MUNICIPAL,H,CHAMBERS,N,1422,1665,1926,2217,2539,2879
448,"COUNTY-OTHER, CHEROKEE",MUNICIPAL,I,CHEROKEE,N,1139,1205,1277,1379,1500,1633
449,"COUNTY-OTHER, CHILDRESS",MUNICIPAL,A,CHILDRESS,N,198,204,210,216,222,227
450,"COUNTY-OTHER, CLAY",MUNICIPAL,B,CLAY,N,577,574,557,548,547,547
451,"COUNTY-OTHER, COCHRAN",MUNICIPAL,O,COCHRAN,N,500,544,556,556,575,583
452,"COUNTY-OTHER, COKE",MUNICIPAL,F,COKE,N,127,120,115,113,113,113
453,"COUNTY-OTHER, COLEMAN",MUNICIPAL,F,COLEMAN,N,24,23,23,23,22,22
454,"COUNTY-OTHER, COLLIN",MUNICIPAL,C,COLLIN,N,1613,1582,1560,5213,7434,11885
455,"COUNTY-OTHER, COLLINGSWORTH",MUNICIPAL,A,COLLINGSWORTH,N,191,197,200,207,212,217
456,"COUNTY-OTHER, COLORADO",MUNICIPAL,K,COLORADO,N,1475,1485,1489,1530,1579,1631
457,"COUNTY-OTHER, COMAL",MUNICIPAL,L,COMAL,N,4164,4155,4123,4103,4058,4007
458,"COUNTY-OTHER, COMANCHE",MUNICIPAL,G,COMANCHE,N,805,800,791,800,819,839
459,"COUNTY-OTHER, CONCHO",MUNICIPAL,F,CONCHO,N,96,95,93,91,91,91
460,"COUNTY-OTHER, COOKE",MUNICIPAL,C,COOKE,N,1123,1149,1209,1590,1830,3767
461,"COUNTY-OTHER, CORYELL",MUNICIPAL,G,CORYELL,N,564,838,1195,1507,1840,2172
462,"COUNTY-OTHER, COTTLE",MUNICIPAL,B,COTTLE,N,46,44,43,43,43,43
463,"COUNTY-OTHER, CRANE",MUNICIPAL,F,CRANE,N,170,208,238,268,294,317
464,"COUNTY-OTHER, CROCKETT",MUNICIPAL,F,CROCKETT,N,28,20,19,18,17,17
465,"COUNTY-OTHER, CROSBY",MUNICIPAL,O,CROSBY,N,155,159,167,174,182,192
466,"COUNTY-OTHER, CULBERSON",MUNICIPAL,E,CULBERSON,N,65,70,71,73,74,75
467,"COUNTY-OTHER, DALLAM",MUNICIPAL,A,DALLAM,N,141,151,166,183,199,214
468,"COUNTY-OTHER, DALLAS",MUNICIPAL,C,DALLAS,N,3106,2622,2415,2414,2413,2413
469,"COUNTY-OTHER, DAWSON",MUNICIPAL,O,DAWSON,N,588,615,638,653,690,721
470,"COUNTY-OTHER, DEAF SMITH",MUNICIPAL,O,DEAF SMITH,N,541,596,663,751,824,904
471,"COUNTY-OTHER, DELTA",MUNICIPAL,D,DELTA,N,207,210,210,210,210,210
472,"COUNTY-OTHER, DENTON",MUNICIPAL,C,DENTON,N,3785,4155,4574,6487,10458,19480
473,"COUNTY-OTHER, DEWITT",MUNICIPAL,L,DEWITT,N,1432,1431,1415,1414,1220,1228
474,"COUNTY-OTHER, DICKENS",MUNICIPAL,O,DICKENS,N,153,148,143,143,142,142
475,"COUNTY-OTHER, DIMMIT",MUNICIPAL,L,DIMMIT,N,611,640,654,676,485,498
476,"COUNTY-OTHER, DONLEY",MUNICIPAL,A,DONLEY,N,245,237,230,228,227,227
477,"COUNTY-OTHER, DUVAL",MUNICIPAL,N,DUVAL,N,549,559,568,581,596,610
478,"COUNTY-OTHER, EASTLAND",MUNICIPAL,G,EASTLAND,N,583,565,542,529,527,527
479,"COUNTY-OTHER, ECTOR",MUNICIPAL,F,ECTOR,N,3451,3820,4232,4667,5121,5587
480,"COUNTY-OTHER, EDWARDS",MUNICIPAL,J,EDWARDS,N,96,92,88,88,87,87
481,"COUNTY-OTHER, ELLIS",MUNICIPAL,C,ELLIS,N,745,762,815,3058,6623,11645
482,"COUNTY-OTHER, EL PASO",MUNICIPAL,E,EL PASO,N,6646,7042,7498,8032,8537,9023
483,"COUNTY-OTHER, ERATH",MUNICIPAL,G,ERATH,N,2665,2880,3066,3264,3472,3671
484,"COUNTY-OTHER, FALLS",MUNICIPAL,G,FALLS,N,526,531,520,504,518,533
485,"COUNTY-OTHER, FANNIN",MUNICIPAL,C,FANNIN,N,1466,1411,1364,1846,4010,6503
486,"COUNTY-OTHER, FAYETTE",MUNICIPAL,K,FAYETTE,N,1236,1352,1425,1495,1561,1615
487,"COUNTY-OTHER, FISHER",MUNICIPAL,G,FISHER,N,115,110,106,106,105,105
488,"COUNTY-OTHER, FLOYD",MUNICIPAL,O,FLOYD,N,200,201,207,214,219,224
489,"COUNTY-OTHER, FOARD",MUNICIPAL,B,FOARD,N,75,73,72,72,72,72
490,"COUNTY-OTHER, FORT BEND",MUNICIPAL,H,FORT BEND,N,25842,32512,36976,46469,59999,77413
491,"COUNTY-OTHER, FRANKLIN",MUNICIPAL,D,FRANKLIN,N,153,159,162,165,168,170
492,"COUNTY-OTHER, FREESTONE",MUNICIPAL,C,FREESTONE,N,1208,1163,1127,1416,2332,4644
493,"COUNTY-OTHER, FRIO",MUNICIPAL,L,FRIO,N,528,559,602,643,680,715
494,"COUNTY-OTHER, GAINES",MUNICIPAL,O,GAINES,N,1403,1763,2205,2692,3152,3633
495,"COUNTY-OTHER, GALVESTON",MUNICIPAL,H,GALVESTON,N,2559,2762,2928,3105,3298,3490
496,"COUNTY-OTHER, GARZA",MUNICIPAL,O,GARZA,N,135,129,125,126,130,133
497,"COUNTY-OTHER, GILLESPIE",MUNICIPAL,K,GILLESPIE,N,1823,1898,1962,2065,2177,2291
498,"COUNTY-OTHER, GLASSCOCK",MUNICIPAL,F,GLASSCOCK,N,162,165,161,160,160,160
499,"COUNTY-OTHER, GOLIAD",MUNICIPAL,L,GOLIAD,N,1035,1128,1186,1206,900,910
500,"COUNTY-OTHER, GONZALES",MUNICIPAL,L,GONZALES,N,422,441,477,518,487,527
501,"COUNTY-OTHER, GRAY",MUNICIPAL,A,GRAY,N,693,752,827,930,1015,1105
502,"COUNTY-OTHER, GRAYSON",MUNICIPAL,C,GRAYSON,N,2746,2642,2554,2536,3494,5801
503,"COUNTY-OTHER, GREGG",MUNICIPAL,D,GREGG,N,718,754,804,883,972,1075
504,"COUNTY-OTHER, GRIMES",MUNICIPAL,G,GRIMES,N,1789,1804,1810,1865,1911,1955
505,"COUNTY-OTHER, GUADALUPE",MUNICIPAL,L,GUADALUPE,N,1067,991,1245,1498,1755,2011
506,"COUNTY-OTHER, HALE",MUNICIPAL,O,HALE,N,1171,1177,1162,1135,1161,1173
507,"COUNTY-OTHER, HALL",MUNICIPAL,A,HALL,N,319,322,320,319,319,319
508,"COUNTY-OTHER, HAMILTON",MUNICIPAL,G,HAMILTON,N,423,411,397,395,394,394
509,"COUNTY-OTHER, HANSFORD",MUNICIPAL,A,HANSFORD,N,138,145,157,167,176,186
510,"COUNTY-OTHER, HARDEMAN",MUNICIPAL,B,HARDEMAN,N,130,129,127,129,130,131
511,"COUNTY-OTHER, HARDIN",MUNICIPAL,I,HARDIN,N,1636,1675,1695,1745,1783,1815
512,"COUNTY-OTHER, HARRIS",MUNICIPAL,H,HARRIS,N,34106,39132,41113,42327,46570,50683
513,"COUNTY-OTHER, HARRISON",MUNICIPAL,D,HARRISON,N,3176,3280,3411,3672,3999,4397
514,"COUNTY-OTHER, HARTLEY",MUNICIPAL,A,HARTLEY,N,655,687,700,711,725,737
515,"COUNTY-OTHER, HASKELL",MUNICIPAL,G,HASKELL,N,255,247,243,245,248,253
516,"COUNTY-OTHER, HAYS",MUNICIPAL,K,HAYS,Y,3107,3696,4620,5677,6579,7472
516,"COUNTY-OTHER, HAYS",MUNICIPAL,L,HAYS,Y,2064,2284,4564,6274,11819,17977
517,"COUNTY-OTHER, HEMPHILL",MUNICIPAL,A,HEMPHILL,N,158,157,155,158,161,164
518,"COUNTY-OTHER, HENDERSON",MUNICIPAL,C,HENDERSON,Y,314,233,215,189,167,147
518,"COUNTY-OTHER, HENDERSON",MUNICIPAL,I,HENDERSON,Y,1043,957,890,862,837,817
519,"COUNTY-OTHER, HIDALGO",MUNICIPAL,M,HIDALGO,N,4952,6075,7232,8393,9553,10691
520,"COUNTY-OTHER, HILL",MUNICIPAL,G,HILL,N,968,1011,1042,1077,1105,1131
521,"COUNTY-OTHER, HOCKLEY",MUNICIPAL,O,HOCKLEY,N,922,946,955,947,986,1013
522,"COUNTY-OTHER, HOOD",MUNICIPAL,G,HOOD,N,2823,2184,1903,1933,1819,1588
523,"COUNTY-OTHER, HOPKINS",MUNICIPAL,D,HOPKINS,N,824,811,802,808,825,844
524,"COUNTY-OTHER, HOUSTON",MUNICIPAL,I,HOUSTON,N,184,172,170,169,169,169
525,"COUNTY-OTHER, HOWARD",MUNICIPAL,F,HOWARD,N,896,893,888,886,883,883
526,"COUNTY-OTHER, HUDSPETH",MUNICIPAL,E,HUDSPETH,N,347,365,363,364,366,368
527,"COUNTY-OTHER, HUNT",MUNICIPAL,D,HUNT,N,2282,3091,4285,6052,8763,12893
528,"COUNTY-OTHER, HUTCHINSON",MUNICIPAL,A,HUTCHINSON,N,312,319,321,320,320,319
529,"COUNTY-OTHER, IRION",MUNICIPAL,F,IRION,N,105,102,98,97,97,97
530,"COUNTY-OTHER, JACK",MUNICIPAL,C,JACK,N,482,495,500,502,508,512
531,"COUNTY-OTHER, JACKSON",MUNICIPAL,P,JACKSON,N,700,692,676,670,672,675
532,"COUNTY-OTHER, JASPER",MUNICIPAL,I,JASPER,N,2467,2422,2354,2311,2302,2302
533,"COUNTY-OTHER, JEFF DAVIS",MUNICIPAL,E,JEFF DAVIS,N,168,163,158,156,155,155
534,"COUNTY-OTHER, JEFFERSON",MUNICIPAL,I,JEFFERSON,N,2560,3246,4093,5107,6251,7537
535,"COUNTY-OTHER, JIM HOGG",MUNICIPAL,M,JIM HOGG,N,100,104,108,114,120,126
536,"COUNTY-OTHER, JIM WELLS",MUNICIPAL,N,JIM WELLS,N,2634,2764,2890,3047,3207,3360
537,"COUNTY-OTHER, JOHNSON",MUNICIPAL,G,JOHNSON,N,1613,1529,1534,1391,1377,1391
538,"COUNTY-OTHER, JONES",MUNICIPAL,G,JONES,N,279,289,296,303,310,316
539,"COUNTY-OTHER, KARNES",MUNICIPAL,L,KARNES,N,622,629,623,619,587,587
540,"COUNTY-OTHER, KAUFMAN",MUNICIPAL,C,KAUFMAN,N,1742,1835,2565,3949,6730,9310
541,"COUNTY-OTHER, KENDALL",MUNICIPAL,L,KENDALL,N,2670,3057,3499,3985,4474,4959
542,"COUNTY-OTHER, KENEDY",MUNICIPAL,N,KENEDY,N,244,261,262,263,264,264
543,"COUNTY-OTHER, KENT",MUNICIPAL,G,KENT,N,33,32,32,32,32,32
544,"COUNTY-OTHER, KERR",MUNICIPAL,J,KERR,N,2029,2069,2076,2112,2156,2196
545,"COUNTY-OTHER, KIMBLE",MUNICIPAL,F,KIMBLE,N,255,248,241,238,237,237
546,"COUNTY-OTHER, KING",MUNICIPAL,B,KING,N,79,81,81,81,80,80
547,"COUNTY-OTHER, KINNEY",MUNICIPAL,J,KINNEY,N,95,93,91,90,90,90
548,"COUNTY-OTHER, KLEBERG",MUNICIPAL,N,KLEBERG,N,601,637,679,728,773,817
549,"COUNTY-OTHER, KNOX",MUNICIPAL,G,KNOX,N,138,135,134,137,139,141
550,"COUNTY-OTHER, LAMAR",MUNICIPAL,D,LAMAR,N,418,424,434,444,451,458
551,"COUNTY-OTHER, LAMB",MUNICIPAL,O,LAMB,N,435,471,505,530,567,596
552,"COUNTY-OTHER, LAMPASAS",MUNICIPAL,G,LAMPASAS,N,317,292,275,256,240,227
553,"COUNTY-OTHER, LA SALLE",MUNICIPAL,L,LA SALLE,N,522,556,590,633,458,484
554,"COUNTY-OTHER, LAVACA",MUNICIPAL,P,LAVACA,N,1241,1194,1155,1134,1130,1130
555,"COUNTY-OTHER, LEE",MUNICIPAL,G,LEE,N,195,207,218,222,224,226
556,"COUNTY-OTHER, LEON",MUNICIPAL,H,LEON,N,681,716,753,822,883,943
557,"COUNTY-OTHER, LIBERTY",MUNICIPAL,H,LIBERTY,N,4437,4393,4371,4410,4505,4608
558,"COUNTY-OTHER, LIMESTONE",MUNICIPAL,G,LIMESTONE,N,892,878,867,871,886,902
559,"COUNTY-OTHER, LIPSCOMB",MUNICIPAL,A,LIPSCOMB,N,445,448,447,453,459,464
560,"COUNTY-OTHER, LIVE OAK",MUNICIPAL,N,LIVE OAK,N,802,783,768,760,758,758
561,"COUNTY-OTHER, LLANO",MUNICIPAL,K,LLANO,N,610,554,553,567,533,500
562,"COUNTY-OTHER, LOVING",MUNICIPAL,F,LOVING,N,11,10,10,10,10,10
563,"COUNTY-OTHER, LUBBOCK",MUNICIPAL,O,LUBBOCK,N,4647,5010,5402,5869,6354,6847
564,"COUNTY-OTHER, LYNN",MUNICIPAL,O,LYNN,N,311,314,306,299,313,319
565,"COUNTY-OTHER, MCCULLOCH",MUNICIPAL,F,MCCULLOCH,N,92,95,94,95,95,95
566,"COUNTY-OTHER, MCLENNAN",MUNICIPAL,G,MCLENNAN,N,3533,3409,3306,3249,3236,3233
567,"COUNTY-OTHER, MCMULLEN",MUNICIPAL,N,MCMULLEN,N,97,94,91,90,90,90
568,"COUNTY-OTHER, MADISON",MUNICIPAL,H,MADISON,N,1808,1892,1972,2079,2193,2307
569,"COUNTY-OTHER, MARION",MUNICIPAL,D,MARION,N,545,545,545,545,545,545
570,"COUNTY-OTHER, MARTIN",MUNICIPAL,F,MARTIN,N,342,363,376,392,406,418
571,"COUNTY-OTHER, MASON",MUNICIPAL,F,MASON,N,234,227,221,218,217,217
572,"COUNTY-OTHER, MATAGORDA",MUNICIPAL,K,MATAGORDA,N,1601,1607,1598,1604,1625,1644
573,"COUNTY-OTHER, MAVERICK",MUNICIPAL,M,MAVERICK,N,4269,4697,5113,5579,6056,6523
574,"COUNTY-OTHER, MEDINA",MUNICIPAL,L,MEDINA,N,1257,1311,1359,1409,1462,1511
575,"COUNTY-OTHER, MENARD",MUNICIPAL,F,MENARD,N,95,92,89,87,87,87
576,"COUNTY-OTHER, MIDLAND",MUNICIPAL,F,MIDLAND,N,4232,4641,5058,5520,6016,6510
577,"COUNTY-OTHER, MILAM",MUNICIPAL,G,MILAM,N,300,313,324,339,351,364
578,"COUNTY-OTHER, MILLS",MUNICIPAL,K,MILLS,N,385,382,379,390,404,420
579,"COUNTY-OTHER, MITCHELL",MUNICIPAL,F,MITCHELL,N,843,852,857,861,868,875
580,"COUNTY-OTHER, MONTAGUE",MUNICIPAL,B,MONTAGUE,N,1312,1312,1297,1299,1309,1320
581,"COUNTY-OTHER, MONTGOMERY",MUNICIPAL,H,MONTGOMERY,N,35816,50901,68894,91167,119227,153649
582,"COUNTY-OTHER, MOORE",MUNICIPAL,A,MOORE,N,327,360,397,439,486,534
583,"COUNTY-OTHER, MORRIS",MUNICIPAL,D,MORRIS,N,445,433,429,440,448,458
584,"COUNTY-OTHER, MOTLEY",MUNICIPAL,O,MOTLEY,N,109,105,104,103,103,103
585,"COUNTY-OTHER, NACOGDOCHES",MUNICIPAL,I,NACOGDOCHES,N,1185,1294,1427,1570,1720,1881
586,"COUNTY-OTHER, NAVARRO",MUNICIPAL,C,NAVARRO,N,623,606,593,1061,2110,3685
587,"COUNTY-OTHER, NEWTON",MUNICIPAL,I,NEWTON,N,969,925,887,878,875,875
588,"COUNTY-OTHER, NOLAN",MUNICIPAL,G,NOLAN,N,228,231,232,237,243,249
589,"COUNTY-OTHER, NUECES",MUNICIPAL,N,NUECES,N,1554,1772,1901,1977,2045,2093
590,"COUNTY-OTHER, OCHILTREE",MUNICIPAL,A,OCHILTREE,N,239,248,260,278,298,320
591,"COUNTY-OTHER, OLDHAM",MUNICIPAL,A,OLDHAM,N,375,392,388,388,387,387
592,"COUNTY-OTHER, ORANGE",MUNICIPAL,I,ORANGE,N,2899,2872,2950,2999,3035,3066
593,"COUNTY-OTHER, PALO PINTO",MUNICIPAL,G,PALO PINTO,N,1063,1079,1082,1111,1140,1165
594,"COUNTY-OTHER, PANOLA",MUNICIPAL,I,PANOLA,N,1620,1635,1629,1645,1675,1702
595,"COUNTY-OTHER, PARKER",MUNICIPAL,C,PARKER,N,7027,6851,6714,9269,14205,22058
596,"COUNTY-OTHER, PARMER",MUNICIPAL,O,PARMER,N,631,680,726,778,842,902
597,"COUNTY-OTHER, PECOS",MUNICIPAL,F,PECOS,N,415,427,453,478,501,522
598,"COUNTY-OTHER, POLK",MUNICIPAL,H,POLK,Y,1942,2047,2131,2218,2305,2381
598,"COUNTY-OTHER, POLK",MUNICIPAL,I,POLK,Y,743,797,840,882,923,957
599,"COUNTY-OTHER, POTTER",MUNICIPAL,A,POTTER,N,3083,3356,3662,3983,4353,4748
600,"COUNTY-OTHER, PRESIDIO",MUNICIPAL,E,PRESIDIO,N,249,267,287,313,338,361
601,"COUNTY-OTHER, RAINS",MUNICIPAL,D,RAINS,N,587,606,606,606,607,608
602,"COUNTY-OTHER, RANDALL",MUNICIPAL,A,RANDALL,N,3665,4002,4359,4748,5187,5651
603,"COUNTY-OTHER, REAGAN",MUNICIPAL,F,REAGAN,N,70,76,79,82,85,87
604,"COUNTY-OTHER, REAL",MUNICIPAL,J,REAL,N,280,270,262,258,257,257
605,"COUNTY-OTHER, RED RIVER",MUNICIPAL,D,RED RIVER,N,238,184,139,94,50,6
606,"COUNTY-OTHER, REEVES",MUNICIPAL,F,REEVES,N,503,530,553,570,583,594
607,"COUNTY-OTHER, REFUGIO",MUNICIPAL,L,REFUGIO,N,518,512,498,500,359,360
608,"COUNTY-OTHER, ROBERTS",MUNICIPAL,A,ROBERTS,N,49,51,49,49,49,49
609,"COUNTY-OTHER, ROBERTSON",MUNICIPAL,G,ROBERTSON,N,439,512,589,665,734,796
610,"COUNTY-OTHER, ROCKWALL",MUNICIPAL,C,ROCKWALL,N,568,564,562,560,1886,3139
611,"COUNTY-OTHER, RUNNELS",MUNICIPAL,F,RUNNELS,N,252,247,236,235,234,234
612,"COUNTY-OTHER, RUSK",MUNICIPAL,I,RUSK,N,2889,3070,3262,3526,3839,4172
